location,date,snow_depth
Bon,10/1/21,0
Car,10/1/21,0
Arl,10/1/21,0
Han,10/1/21,0
Spo,10/1/21,0
Dek,10/1/21,0
Bon,10/2/21,0
Car,10/2/21,0
Arl,10/2/21,0
Han,10/2/21,0
Spo,10/2/21,0
Dek,10/2/21,0
Bon,10/3/21,0
Car,10/3/21,0
Arl,10/3/21,0
Han,10/3/21,0
Spo,10/3/21,0
Dek,10/3/21,0
Bon,10/4/21,0
Car,10/4/21,0
Arl,10/4/21,0
Han,10/4/21,0
Spo,10/4/21,0
Dek,10/4/21,0
Bon,10/5/21,0
Car,10/5/21,0
Arl,10/5/21,0
Han,10/5/21,0
Spo,10/5/21,0
Dek,10/5/21,0
Bon,10/6/21,0
Car,10/6/21,0
Arl,10/6/21,0
Han,10/6/21,0
Spo,10/6/21,0
Dek,10/6/21,0
Bon,10/7/21,0
Car,10/7/21,0
Arl,10/7/21,0
Han,10/7/21,0
Spo,10/7/21,0
Dek,10/7/21,0
Bon,10/8/21,0
Car,10/8/21,0
Arl,10/8/21,0
Han,10/8/21,0
Spo,10/8/21,0
Dek,10/8/21,0
Bon,10/9/21,0
Car,10/9/21,0
Arl,10/9/21,0
Han,10/9/21,0
Spo,10/9/21,0
Dek,10/9/21,0
Bon,10/10/21,0
Car,10/10/21,0
Arl,10/10/21,0
Han,10/10/21,0
Spo,10/10/21,0
Dek,10/10/21,0
Bon,10/11/21,0
Car,10/11/21,0
Arl,10/11/21,0
Han,10/11/21,0
Spo,10/11/21,0
Dek,10/11/21,0
Bon,10/12/21,0
Car,10/12/21,0
Arl,10/12/21,0
Han,10/12/21,0
Spo,10/12/21,0
Dek,10/12/21,0
Bon,10/13/21,0
Car,10/13/21,0
Arl,10/13/21,0
Han,10/13/21,0
Spo,10/13/21,0
Dek,10/13/21,0
Bon,10/14/21,0
Car,10/14/21,0
Arl,10/14/21,0
Han,10/14/21,0
Spo,10/14/21,0
Dek,10/14/21,0
Bon,10/15/21,0
Car,10/15/21,0
Arl,10/15/21,0
Han,10/15/21,0
Spo,10/15/21,0
Dek,10/15/21,0
Bon,10/16/21,0
Car,10/16/21,0
Arl,10/16/21,0
Han,10/16/21,0
Spo,10/16/21,0
Dek,10/16/21,0
Bon,10/17/21,0
Car,10/17/21,0
Arl,10/17/21,0
Han,10/17/21,0
Spo,10/17/21,0
Dek,10/17/21,0
Bon,10/18/21,0
Car,10/18/21,0
Arl,10/18/21,0
Han,10/18/21,0
Spo,10/18/21,0
Dek,10/18/21,0
Bon,10/19/21,0
Car,10/19/21,0
Arl,10/19/21,0
Han,10/19/21,0
Spo,10/19/21,0
Dek,10/19/21,0
Bon,10/20/21,0
Car,10/20/21,0
Arl,10/20/21,0
Han,10/20/21,0
Spo,10/20/21,0
Dek,10/20/21,0
Bon,10/21/21,0
Car,10/21/21,0
Arl,10/21/21,0
Han,10/21/21,0
Spo,10/21/21,0
Dek,10/21/21,0
Bon,10/22/21,0
Car,10/22/21,0
Arl,10/22/21,0
Han,10/22/21,0
Spo,10/22/21,0
Dek,10/22/21,0
Bon,10/23/21,0
Car,10/23/21,0
Arl,10/23/21,0
Han,10/23/21,0
Spo,10/23/21,0
Dek,10/23/21,0
Bon,10/24/21,0
Car,10/24/21,0
Arl,10/24/21,0
Han,10/24/21,0
Spo,10/24/21,0
Dek,10/24/21,0
Bon,10/25/21,0
Car,10/25/21,0
Arl,10/25/21,0
Han,10/25/21,0
Spo,10/25/21,0
Dek,10/25/21,0
Bon,10/26/21,0
Car,10/26/21,0
Arl,10/26/21,0
Han,10/26/21,0
Spo,10/26/21,0
Dek,10/26/21,0
Bon,10/27/21,0
Car,10/27/21,0
Arl,10/27/21,0
Han,10/27/21,0
Spo,10/27/21,0
Dek,10/27/21,0
Bon,10/28/21,0
Car,10/28/21,0
Arl,10/28/21,0
Han,10/28/21,0
Spo,10/28/21,0
Dek,10/28/21,0
Bon,10/29/21,0
Car,10/29/21,0
Arl,10/29/21,0
Han,10/29/21,0
Spo,10/29/21,0
Dek,10/29/21,0
Bon,10/30/21,0
Car,10/30/21,0
Arl,10/30/21,0
Han,10/30/21,0
Spo,10/30/21,0
Dek,10/30/21,0
Bon,10/31/21,0
Car,10/31/21,0
Arl,10/31/21,0
Han,10/31/21,0
Spo,10/31/21,0
Dek,10/31/21,0
Bon,11/1/21,0
Car,11/1/21,0
Arl,11/1/21,0
Han,11/1/21,0
Spo,11/1/21,0
Dek,11/1/21,0
Bon,11/2/21,0
Car,11/2/21,0
Arl,11/2/21,0
Han,11/2/21,0
Spo,11/2/21,0
Dek,11/2/21,0
Bon,11/3/21,0
Car,11/3/21,0
Arl,11/3/21,0
Han,11/3/21,0
Spo,11/3/21,0
Dek,11/3/21,0
Bon,11/4/21,0
Car,11/4/21,0
Arl,11/4/21,0
Han,11/4/21,0
Spo,11/4/21,0
Dek,11/4/21,0
Bon,11/5/21,0
Car,11/5/21,0
Arl,11/5/21,0
Han,11/5/21,0
Spo,11/5/21,0
Dek,11/5/21,0
Bon,11/6/21,0
Car,11/6/21,0
Arl,11/6/21,0
Han,11/6/21,0
Spo,11/6/21,0
Dek,11/6/21,0
Bon,11/7/21,0
Car,11/7/21,0
Arl,11/7/21,0
Han,11/7/21,0
Spo,11/7/21,0
Dek,11/7/21,0
Bon,11/8/21,0
Car,11/8/21,0
Arl,11/8/21,0
Han,11/8/21,0
Spo,11/8/21,0
Dek,11/8/21,0
Bon,11/9/21,0
Car,11/9/21,0
Arl,11/9/21,0
Han,11/9/21,0
Spo,11/9/21,0
Dek,11/9/21,0
Bon,11/10/21,0
Car,11/10/21,0
Arl,11/10/21,0
Han,11/10/21,0
Spo,11/10/21,0
Dek,11/10/21,0
Bon,11/11/21,0
Car,11/11/21,0
Arl,11/11/21,0
Han,11/11/21,0
Spo,11/11/21,0
Dek,11/11/21,0
Bon,11/12/21,0
Car,11/12/21,0
Arl,11/12/21,0
Han,11/12/21,0
Spo,11/12/21,0
Dek,11/12/21,0
Bon,11/13/21,0
Car,11/13/21,0
Arl,11/13/21,14
Han,11/13/21,6
Spo,11/13/21,0
Dek,11/13/21,10
Bon,11/14/21,0
Car,11/14/21,1
Arl,11/14/21,20
Han,11/14/21,15
Spo,11/14/21,23
Dek,11/14/21,12
Bon,11/15/21,0
Car,11/15/21,0
Arl,11/15/21,23
Han,11/15/21,37
Spo,11/15/21,24
Dek,11/15/21,9
Bon,11/16/21,0
Car,11/16/21,0
Arl,11/16/21,14
Han,11/16/21,24
Spo,11/16/21,50
Dek,11/16/21,9
Bon,11/17/21,0
Car,11/17/21,0
Arl,11/17/21,0
Han,11/17/21,0
Spo,11/17/21,15
Dek,11/17/21,0
Bon,11/18/21,0
Car,11/18/21,0
Arl,11/18/21,0
Han,11/18/21,0
Spo,11/18/21,9
Dek,11/18/21,0
Bon,11/19/21,0
Car,11/19/21,0
Arl,11/19/21,0
Han,11/19/21,0
Spo,11/19/21,0
Dek,11/19/21,0
Bon,11/20/21,0
Car,11/20/21,0
Arl,11/20/21,0
Han,11/20/21,0
Spo,11/20/21,0
Dek,11/20/21,0
Bon,11/21/21,0
Car,11/21/21,0
Arl,11/21/21,0
Han,11/21/21,0
Spo,11/21/21,0
Dek,11/21/21,0
Bon,11/22/21,0
Car,11/22/21,0
Arl,11/22/21,0
Han,11/22/21,0
Spo,11/22/21,0
Dek,11/22/21,0
Bon,11/23/21,0
Car,11/23/21,0
Arl,11/23/21,0
Han,11/23/21,0
Spo,11/23/21,0
Dek,11/23/21,0
Bon,11/24/21,0
Car,11/24/21,0
Arl,11/24/21,0
Han,11/24/21,0
Spo,11/24/21,0
Dek,11/24/21,0
Bon,11/25/21,0
Car,11/25/21,0
Arl,11/25/21,0
Han,11/25/21,0
Spo,11/25/21,0
Dek,11/25/21,0
Bon,11/26/21,0
Car,11/26/21,0
Arl,11/26/21,0
Han,11/26/21,0
Spo,11/26/21,0
Dek,11/26/21,0
Bon,11/27/21,0
Car,11/27/21,0
Arl,11/27/21,0
Han,11/27/21,0
Spo,11/27/21,0
Dek,11/27/21,0
Bon,11/28/21,0
Car,11/28/21,0
Arl,11/28/21,0
Han,11/28/21,0
Spo,11/28/21,0
Dek,11/28/21,0
Bon,11/29/21,0
Car,11/29/21,0
Arl,11/29/21,0
Han,11/29/21,0
Spo,11/29/21,0
Dek,11/29/21,0
Bon,11/30/21,0
Car,11/30/21,0
Arl,11/30/21,0
Han,11/30/21,0
Spo,11/30/21,0
Dek,11/30/21,0
Bon,12/1/21,0
Car,12/1/21,0
Arl,12/1/21,0
Han,12/1/21,0
Spo,12/1/21,0
Dek,12/1/21,0
Bon,12/2/21,0
Car,12/2/21,0
Arl,12/2/21,0
Han,12/2/21,0
Spo,12/2/21,0
Dek,12/2/21,0
Bon,12/3/21,0
Car,12/3/21,0
Arl,12/3/21,0
Han,12/3/21,0
Spo,12/3/21,0
Dek,12/3/21,0
Bon,12/4/21,0
Car,12/4/21,0
Arl,12/4/21,9
Han,12/4/21,24
Spo,12/4/21,2
Dek,12/4/21,0
Bon,12/5/21,0
Car,12/5/21,0
Arl,12/5/21,5
Han,12/5/21,16
Spo,12/5/21,0
Dek,12/5/21,0
Bon,12/6/21,0
Car,12/6/21,0
Arl,12/6/21,6
Han,12/6/21,34
Spo,12/6/21,26
Dek,12/6/21,0
Bon,12/7/21,0
Car,12/7/21,0
Arl,12/7/21,0
Han,12/7/21,22
Spo,12/7/21,73
Dek,12/7/21,0
Bon,12/8/21,0
Car,12/8/21,0
Arl,12/8/21,0
Han,12/8/21,21
Spo,12/8/21,67
Dek,12/8/21,0
Bon,12/9/21,0
Car,12/9/21,0
Arl,12/9/21,0
Han,12/9/21,24
Spo,12/9/21,61
Dek,12/9/21,0
Bon,12/10/21,0
Car,12/10/21,0
Arl,12/10/21,0
Han,12/10/21,41
Spo,12/10/21,53
Dek,12/10/21,0
Bon,12/11/21,0
Car,12/11/21,0
Arl,12/11/21,0
Han,12/11/21,107
Spo,12/11/21,114
Dek,12/11/21,0
Bon,12/12/21,0
Car,12/12/21,0
Arl,12/12/21,25
Han,12/12/21,152
Spo,12/12/21,120
Dek,12/12/21,0
Bon,12/13/21,0
Car,12/13/21,0
Arl,12/13/21,0
Han,12/13/21,140
Spo,12/13/21,161
Dek,12/13/21,0
Bon,12/14/21,0
Car,12/14/21,0
Arl,12/14/21,0
Han,12/14/21,108
Spo,12/14/21,148
Dek,12/14/21,0
Bon,12/15/21,0
Car,12/15/21,0
Arl,12/15/21,0
Han,12/15/21,45
Spo,12/15/21,108
Dek,12/15/21,0
Bon,12/16/21,0
Car,12/16/21,0
Arl,12/16/21,0
Han,12/16/21,0
Spo,12/16/21,0
Dek,12/16/21,0
Bon,12/17/21,0
Car,12/17/21,0
Arl,12/17/21,0
Han,12/17/21,0
Spo,12/17/21,10
Dek,12/17/21,0
Bon,12/18/21,0
Car,12/18/21,0
Arl,12/18/21,0
Han,12/18/21,0
Spo,12/18/21,8
Dek,12/18/21,0
Bon,12/19/21,0
Car,12/19/21,0
Arl,12/19/21,0
Han,12/19/21,0
Spo,12/19/21,6
Dek,12/19/21,0
Bon,12/20/21,0
Car,12/20/21,0
Arl,12/20/21,0
Han,12/20/21,0
Spo,12/20/21,2
Dek,12/20/21,0
Bon,12/21/21,0
Car,12/21/21,0
Arl,12/21/21,0
Han,12/21/21,0
Spo,12/21/21,0
Dek,12/21/21,0
Bon,12/22/21,0
Car,12/22/21,0
Arl,12/22/21,0
Han,12/22/21,0
Spo,12/22/21,10
Dek,12/22/21,0
Bon,12/23/21,0
Car,12/23/21,0
Arl,12/23/21,0
Han,12/23/21,0
Spo,12/23/21,7
Dek,12/23/21,0
Bon,12/24/21,0
Car,12/24/21,0
Arl,12/24/21,0
Han,12/24/21,0
Spo,12/24/21,2
Dek,12/24/21,0
Bon,12/25/21,0
Car,12/25/21,0
Arl,12/25/21,0
Han,12/25/21,0
Spo,12/25/21,55
Dek,12/25/21,0
Bon,12/26/21,0
Car,12/26/21,0
Arl,12/26/21,0
Han,12/26/21,0
Spo,12/26/21,51
Dek,12/26/21,0
Bon,12/27/21,0
Car,12/27/21,0
Arl,12/27/21,51
Han,12/27/21,58
Spo,12/27/21,80
Dek,12/27/21,0
Bon,12/28/21,0
Car,12/28/21,0
Arl,12/28/21,62
Han,12/28/21,81
Spo,12/28/21,130
Dek,12/28/21,0
Bon,12/29/21,0
Car,12/29/21,0
Arl,12/29/21,130
Han,12/29/21,126
Spo,12/29/21,176
Dek,12/29/21,112
Bon,12/30/21,0
Car,12/30/21,0
Arl,12/30/21,120
Han,12/30/21,123
Spo,12/30/21,165
Dek,12/30/21,108
Bon,12/31/21,0
Car,12/31/21,0
Arl,12/31/21,75
Han,12/31/21,123
Spo,12/31/21,286
Dek,12/31/21,66
Bon,1/1/22,0
Car,1/1/22,0
Arl,1/1/22,74
Han,1/1/22,117
Spo,1/1/22,270
Dek,1/1/22,67
Bon,1/2/22,0
Car,1/2/22,3
Arl,1/2/22,71
Han,1/2/22,112
Spo,1/2/22,261
Dek,1/2/22,132
Bon,1/3/22,0
Car,1/3/22,8
Arl,1/3/22,69
Han,1/3/22,109
Spo,1/3/22,253
Dek,1/3/22,126
Bon,1/4/22,0
Car,1/4/22,2
Arl,1/4/22,66
Han,1/4/22,104
Spo,1/4/22,245
Dek,1/4/22,138
Bon,1/5/22,0
Car,1/5/22,0
Arl,1/5/22,60
Han,1/5/22,98
Spo,1/5/22,240
Dek,1/5/22,127
Bon,1/6/22,0
Car,1/6/22,0
Arl,1/6/22,67
Han,1/6/22,141
Spo,1/6/22,260
Dek,1/6/22,120
Bon,1/7/22,47
Car,1/7/22,0
Arl,1/7/22,65
Han,1/7/22,136
Spo,1/7/22,254
Dek,1/7/22,116
Bon,1/8/22,35
Car,1/8/22,0
Arl,1/8/22,72
Han,1/8/22,132
Spo,1/8/22,247
Dek,1/8/22,104
Bon,1/9/22,0
Car,1/9/22,17
Arl,1/9/22,69
Han,1/9/22,127
Spo,1/9/22,237
Dek,1/9/22,109
Bon,1/10/22,0
Car,1/10/22,7
Arl,1/10/22,65
Han,1/10/22,121
Spo,1/10/22,230
Dek,1/10/22,105
Bon,1/11/22,0
Car,1/11/22,3
Arl,1/11/22,70
Han,1/11/22,162
Spo,1/11/22,346
Dek,1/11/22,86
Bon,1/12/22,0
Car,1/12/22,0
Arl,1/12/22,64
Han,1/12/22,154
Spo,1/12/22,336
Dek,1/12/22,80
Bon,1/13/22,0
Car,1/13/22,0
Arl,1/13/22,54
Han,1/13/22,150
Spo,1/13/22,327
Dek,1/13/22,78
Bon,1/14/22,0
Car,1/14/22,0
Arl,1/14/22,55
Han,1/14/22,148
Spo,1/14/22,317
Dek,1/14/22,80
Bon,1/15/22,0
Car,1/15/22,0
Arl,1/15/22,55
Han,1/15/22,144
Spo,1/15/22,309
Dek,1/15/22,81
Bon,1/16/22,28
Car,1/16/22,0
Arl,1/16/22,54
Han,1/16/22,141
Spo,1/16/22,304
Dek,1/16/22,80
Bon,1/17/22,26
Car,1/17/22,0
Arl,1/17/22,55
Han,1/17/22,140
Spo,1/17/22,299
Dek,1/17/22,81
Bon,1/18/22,20
Car,1/18/22,0
Arl,1/18/22,53
Han,1/18/22,136
Spo,1/18/22,292
Dek,1/18/22,79
Bon,1/19/22,0
Car,1/19/22,0
Arl,1/19/22,51
Han,1/19/22,132
Spo,1/19/22,284
Dek,1/19/22,40
Bon,1/20/22,0
Car,1/20/22,0
Arl,1/20/22,48
Han,1/20/22,127
Spo,1/20/22,278
Dek,1/20/22,38
Bon,1/21/22,0
Car,1/21/22,0
Arl,1/21/22,48
Han,1/21/22,126
Spo,1/21/22,275
Dek,1/21/22,37
Bon,1/22/22,0
Car,1/22/22,0
Arl,1/22/22,45
Han,1/22/22,122
Spo,1/22/22,278
Dek,1/22/22,37
Bon,1/23/22,0
Car,1/23/22,0
Arl,1/23/22,79
Han,1/23/22,134
Spo,1/23/22,276
Dek,1/23/22,34
Bon,1/24/22,0
Car,1/24/22,0
Arl,1/24/22,98
Han,1/24/22,134
Spo,1/24/22,277
Dek,1/24/22,71
Bon,1/25/22,0
Car,1/25/22,0
Arl,1/25/22,147
Han,1/25/22,75
Spo,1/25/22,347
Dek,1/25/22,137
Bon,1/26/22,0
Car,1/26/22,0
Arl,1/26/22,141
Han,1/26/22,73
Spo,1/26/22,343
Dek,1/26/22,134
Bon,1/27/22,0
Car,1/27/22,0
Arl,1/27/22,135
Han,1/27/22,70
Spo,1/27/22,339
Dek,1/27/22,131
Bon,1/28/22,0
Car,1/28/22,0
Arl,1/28/22,123
Han,1/28/22,64
Spo,1/28/22,331
Dek,1/28/22,126
Bon,1/29/22,0
Car,1/29/22,3
Arl,1/29/22,119
Han,1/29/22,62
Spo,1/29/22,328
Dek,1/29/22,125
Bon,1/30/22,0
Car,1/30/22,0
Arl,1/30/22,115
Han,1/30/22,60
Spo,1/30/22,323
Dek,1/30/22,122
Bon,1/31/22,0
Car,1/31/22,0
Arl,1/31/22,113
Han,1/31/22,59
Spo,1/31/22,319
Dek,1/31/22,121
Bon,2/1/22,0
Car,2/1/22,0
Arl,2/1/22,92
Han,2/1/22,23
Spo,2/1/22,363
Dek,2/1/22,134
Bon,2/2/22,0
Car,2/2/22,0
Arl,2/2/22,67
Han,2/2/22,10
Spo,2/2/22,355
Dek,2/2/22,124
Bon,2/3/22,11
Car,2/3/22,154
Arl,2/3/22,64
Han,2/3/22,8
Spo,2/3/22,351
Dek,2/3/22,148
Bon,2/4/22,229
Car,2/4/22,181
Arl,2/4/22,62
Han,2/4/22,7
Spo,2/4/22,349
Dek,2/4/22,143
Bon,2/5/22,108
Car,2/5/22,197
Arl,2/5/22,63
Han,2/5/22,8
Spo,2/5/22,347
Dek,2/5/22,140
Bon,2/6/22,98
Car,2/6/22,184
Arl,2/6/22,60
Han,2/6/22,6
Spo,2/6/22,348
Dek,2/6/22,137
Bon,2/7/22,72
Car,2/7/22,171
Arl,2/7/22,57
Han,2/7/22,6
Spo,2/7/22,347
Dek,2/7/22,133
Bon,2/8/22,68
Car,2/8/22,162
Arl,2/8/22,56
Han,2/8/22,4
Spo,2/8/22,343
Dek,2/8/22,130
Bon,2/9/22,0
Car,2/9/22,138
Arl,2/9/22,19
Han,2/9/22,0
Spo,2/9/22,291
Dek,2/9/22,136
Bon,2/10/22,0
Car,2/10/22,128
Arl,2/10/22,22
Han,2/10/22,0
Spo,2/10/22,285
Dek,2/10/22,133
Bon,2/11/22,0
Car,2/11/22,124
Arl,2/11/22,22
Han,2/11/22,16
Spo,2/11/22,324
Dek,2/11/22,132
Bon,2/12/22,0
Car,2/12/22,78
Arl,2/12/22,18
Han,2/12/22,4
Spo,2/12/22,316
Dek,2/12/22,69
Bon,2/13/22,0
Car,2/13/22,80
Arl,2/13/22,17
Han,2/13/22,3
Spo,2/13/22,313
Dek,2/13/22,69
Bon,2/14/22,0
Car,2/14/22,83
Arl,2/14/22,16
Han,2/14/22,2
Spo,2/14/22,314
Dek,2/14/22,68
Bon,2/15/22,0
Car,2/15/22,83
Arl,2/15/22,16
Han,2/15/22,2
Spo,2/15/22,312
Dek,2/15/22,68
Bon,2/16/22,0
Car,2/16/22,61
Arl,2/16/22,13
Han,2/16/22,0
Spo,2/16/22,305
Dek,2/16/22,74
Bon,2/17/22,0
Car,2/17/22,0
Arl,2/17/22,0
Han,2/17/22,0
Spo,2/17/22,297
Dek,2/17/22,0
Bon,2/18/22,0
Car,2/18/22,134
Arl,2/18/22,0
Han,2/18/22,0
Spo,2/18/22,294
Dek,2/18/22,38
Bon,2/19/22,0
Car,2/19/22,116
Arl,2/19/22,0
Han,2/19/22,8
Spo,2/19/22,313
Dek,2/19/22,33
Bon,2/20/22,0
Car,2/20/22,104
Arl,2/20/22,0
Han,2/20/22,3
Spo,2/20/22,307
Dek,2/20/22,27
Bon,2/21/22,0
Car,2/21/22,0
Arl,2/21/22,0
Han,2/21/22,0
Spo,2/21/22,297
Dek,2/21/22,0
Bon,2/22/22,0
Car,2/22/22,0
Arl,2/22/22,2
Han,2/22/22,0
Spo,2/22/22,311
Dek,2/22/22,0
Bon,2/23/22,0
Car,2/23/22,0
Arl,2/23/22,35
Han,2/23/22,78
Spo,2/23/22,381
Dek,2/23/22,0
Bon,2/24/22,65
Car,2/24/22,0
Arl,2/24/22,32
Han,2/24/22,70
Spo,2/24/22,374
Dek,2/24/22,0
Bon,2/25/22,78
Car,2/25/22,57
Arl,2/25/22,40
Han,2/25/22,72
Spo,2/25/22,368
Dek,2/25/22,32
Bon,2/26/22,54
Car,2/26/22,43
Arl,2/26/22,144
Han,2/26/22,40
Spo,2/26/22,382
Dek,2/26/22,66
Bon,2/27/22,54
Car,2/27/22,40
Arl,2/27/22,129
Han,2/27/22,32
Spo,2/27/22,370
Dek,2/27/22,59
Bon,2/28/22,35
Car,2/28/22,0
Arl,2/28/22,118
Han,2/28/22,28
Spo,2/28/22,364
Dek,2/28/22,52
Bon,3/1/22,0
Car,3/1/22,0
Arl,3/1/22,51
Han,3/1/22,19
Spo,3/1/22,356
Dek,3/1/22,0
Bon,3/2/22,0
Car,3/2/22,0
Arl,3/2/22,28
Han,3/2/22,14
Spo,3/2/22,349
Dek,3/2/22,0
Bon,3/3/22,0
Car,3/3/22,0
Arl,3/3/22,21
Han,3/3/22,12
Spo,3/3/22,341
Dek,3/3/22,0
Bon,3/4/22,0
Car,3/4/22,0
Arl,3/4/22,19
Han,3/4/22,10
Spo,3/4/22,338
Dek,3/4/22,0
Bon,3/5/22,0
Car,3/5/22,0
Arl,3/5/22,16
Han,3/5/22,5
Spo,3/5/22,329
Dek,3/5/22,0
Bon,3/6/22,0
Car,3/6/22,0
Arl,3/6/22,0
Han,3/6/22,0
Spo,3/6/22,343
Dek,3/6/22,0
Bon,3/7/22,0
Car,3/7/22,0
Arl,3/7/22,0
Han,3/7/22,0
Spo,3/7/22,377
Dek,3/7/22,13
Bon,3/8/22,0
Car,3/8/22,6
Arl,3/8/22,63
Han,3/8/22,0
Spo,3/8/22,373
Dek,3/8/22,83
Bon,3/9/22,0
Car,3/9/22,1
Arl,3/9/22,76
Han,3/9/22,0
Spo,3/9/22,368
Dek,3/9/22,44
Bon,3/10/22,0
Car,3/10/22,0
Arl,3/10/22,67
Han,3/10/22,0
Spo,3/10/22,364
Dek,3/10/22,40
Bon,3/11/22,0
Car,3/11/22,0
Arl,3/11/22,62
Han,3/11/22,0
Spo,3/11/22,361
Dek,3/11/22,44
Bon,3/12/22,7
Car,3/12/22,17
Arl,3/12/22,16
Han,3/12/22,0
Spo,3/12/22,357
Dek,3/12/22,29
Bon,3/13/22,0
Car,3/13/22,9
Arl,3/13/22,11
Han,3/13/22,0
Spo,3/13/22,354
Dek,3/13/22,25
Bon,3/14/22,0
Car,3/14/22,0
Arl,3/14/22,0
Han,3/14/22,0
Spo,3/14/22,350
Dek,3/14/22,0
Bon,3/15/22,0
Car,3/15/22,0
Arl,3/15/22,0
Han,3/15/22,0
Spo,3/15/22,319
Dek,3/15/22,0
Bon,3/16/22,0
Car,3/16/22,0
Arl,3/16/22,0
Han,3/16/22,0
Spo,3/16/22,302
Dek,3/16/22,0
Bon,3/17/22,0
Car,3/17/22,0
Arl,3/17/22,0
Han,3/17/22,0
Spo,3/17/22,265
Dek,3/17/22,0
Bon,3/18/22,0
Car,3/18/22,0
Arl,3/18/22,0
Han,3/18/22,0
Spo,3/18/22,248
Dek,3/18/22,0
Bon,3/19/22,0
Car,3/19/22,0
Arl,3/19/22,48
Han,3/19/22,36
Spo,3/19/22,246
Dek,3/19/22,0
Bon,3/20/22,0
Car,3/20/22,0
Arl,3/20/22,13
Han,3/20/22,0
Spo,3/20/22,245
Dek,3/20/22,0
Bon,3/21/22,0
Car,3/21/22,0
Arl,3/21/22,0
Han,3/21/22,0
Spo,3/21/22,237
Dek,3/21/22,0
Bon,3/22/22,0
Car,3/22/22,0
Arl,3/22/22,0
Han,3/22/22,0
Spo,3/22/22,24
Dek,3/22/22,0
Bon,3/23/22,0
Car,3/23/22,0
Arl,3/23/22,0
Han,3/23/22,0
Spo,3/23/22,29
Dek,3/23/22,0
Bon,3/24/22,0
Car,3/24/22,0
Arl,3/24/22,0
Han,3/24/22,16
Spo,3/24/22,45
Dek,3/24/22,0
Bon,3/25/22,0
Car,3/25/22,0
Arl,3/25/22,17
Han,3/25/22,19
Spo,3/25/22,45
Dek,3/25/22,0
Bon,3/26/22,0
Car,3/26/22,0
Arl,3/26/22,0
Han,3/26/22,12
Spo,3/26/22,40
Dek,3/26/22,0
Bon,3/27/22,0
Car,3/27/22,0
Arl,3/27/22,0
Han,3/27/22,8
Spo,3/27/22,32
Dek,3/27/22,0
Bon,3/28/22,0
Car,3/28/22,0
Arl,3/28/22,0
Han,3/28/22,0
Spo,3/28/22,0
Dek,3/28/22,0
Bon,3/29/22,0
Car,3/29/22,0
Arl,3/29/22,0
Han,3/29/22,0
Spo,3/29/22,0
Dek,3/29/22,0
Bon,3/30/22,0
Car,3/30/22,0
Arl,3/30/22,0
Han,3/30/22,0
Spo,3/30/22,0
Dek,3/30/22,0
Bon,3/31/22,0
Car,3/31/22,0
Arl,3/31/22,0
Han,3/31/22,0
Spo,3/31/22,57
Dek,3/31/22,0
Bon,4/1/22,0
Car,4/1/22,4
Arl,4/1/22,69
Han,4/1/22,25
Spo,4/1/22,51
Dek,4/1/22,39
Bon,4/2/22,0
Car,4/2/22,0
Arl,4/2/22,48
Han,4/2/22,0
Spo,4/2/22,44
Dek,4/2/22,23
Bon,4/3/22,0
Car,4/3/22,0
Arl,4/3/22,82
Han,4/3/22,21
Spo,4/3/22,32
Dek,4/3/22,35
Bon,4/4/22,0
Car,4/4/22,0
Arl,4/4/22,33
Han,4/4/22,16
Spo,4/4/22,24
Dek,4/4/22,0
Bon,4/5/22,0
Car,4/5/22,0
Arl,4/5/22,0
Han,4/5/22,11
Spo,4/5/22,33
Dek,4/5/22,0
Bon,4/6/22,0
Car,4/6/22,0
Arl,4/6/22,0
Han,4/6/22,0
Spo,4/6/22,0
Dek,4/6/22,0
Bon,4/7/22,0
Car,4/7/22,0
Arl,4/7/22,0
Han,4/7/22,0
Spo,4/7/22,0
Dek,4/7/22,0
Bon,4/8/22,0
Car,4/8/22,0
Arl,4/8/22,0
Han,4/8/22,0
Spo,4/8/22,8
Dek,4/8/22,0
Bon,4/9/22,0
Car,4/9/22,0
Arl,4/9/22,7
Han,4/9/22,0
Spo,4/9/22,0
Dek,4/9/22,0
Bon,4/10/22,0
Car,4/10/22,0
Arl,4/10/22,0
Han,4/10/22,0
Spo,4/10/22,0
Dek,4/10/22,0
Bon,4/11/22,0
Car,4/11/22,0
Arl,4/11/22,0
Han,4/11/22,0
Spo,4/11/22,0
Dek,4/11/22,0
Bon,4/12/22,0
Car,4/12/22,0
Arl,4/12/22,0
Han,4/12/22,0
Spo,4/12/22,0
Dek,4/12/22,0
Bon,4/13/22,0
Car,4/13/22,0
Arl,4/13/22,0
Han,4/13/22,0
Spo,4/13/22,0
Dek,4/13/22,0
Bon,4/14/22,0
Car,4/14/22,0
Arl,4/14/22,0
Han,4/14/22,16
Spo,4/14/22,0
Dek,4/14/22,0
Bon,4/15/22,0
Car,4/15/22,0
Arl,4/15/22,0
Han,4/15/22,0
Spo,4/15/22,43
Dek,4/15/22,0
Bon,4/16/22,0
Car,4/16/22,0
Arl,4/16/22,0
Han,4/16/22,0
Spo,4/16/22,29
Dek,4/16/22,0