date,location,CAMERA,depth_G,depth_Etire,depth_Wtire,top_Etire,side_Etire,top_Wtire,side_Wtire,depth_Stire,top_Stire,side_Stire
10/6/21,Spo,T,0,0,0,n,n,n,n,,,
10/7/21,Spo,T,0,0,0,n,n,n,n,,,
10/8/21,Spo,T,0,0,0,n,n,n,n,,,
10/9/21,Spo,T,0,0,0,n,n,n,n,,,
10/10/21,Spo,T,0,0,0,n,n,n,n,,,
10/11/21,Spo,T,0,0,0,n,n,n,n,,,
10/12/21,Spo,T,0,0,0,n,n,n,n,,,
10/13/21,Spo,T,0,0,0,n,n,n,n,,,
10/14/21,Spo,T,0,0,0,n,n,n,n,,,
10/15/21,Spo,T,0,0,0,n,n,n,n,,,
10/16/21,Spo,T,0,0,0,n,n,n,n,,,
10/17/21,Spo,T,0,0,0,n,n,n,n,,,
10/18/21,Spo,T,0,0,0,n,n,n,n,,,
10/19/21,Spo,T,0,0,0,n,n,n,n,,,
10/20/21,Spo,T,0,0,0,n,n,n,n,,,
10/21/21,Spo,T,0,0,0,n,n,n,n,,,
10/22/21,Spo,T,0,0,0,n,n,n,n,,,
10/23/21,Spo,T,0,0,0,n,n,n,n,,,
10/24/21,Spo,T,0,0,0,n,n,n,n,,,
10/25/21,Spo,T,0,0,0,n,n,n,n,,,
10/26/21,Spo,T,0,0,0,n,n,n,n,,,
10/27/21,Spo,T,0,0,0,n,n,n,n,,,
10/28/21,Spo,T,0,0,0,n,n,n,n,,,
10/29/21,Spo,T,0,0,0,n,n,n,n,,,
10/30/21,Spo,T,0,0,0,n,n,n,n,,,
10/31/21,Spo,T,0,0,0,n,n,n,n,,,
11/1/21,Spo,T,0,0,0,n,n,n,n,,,
11/2/21,Spo,T,2,2,2,y,n,y,n,,,
11/3/21,Spo,T,0,0,0,n,n,n,n,,,
11/4/21,Spo,T,0,0,0,n,n,n,n,,,
11/5/21,Spo,T,0,0,0,n,n,n,n,,,
11/6/21,Spo,T,0,0,0,n,n,n,n,,,
11/7/21,Spo,T,0,0,0,n,n,n,n,,,
11/8/21,Spo,T,0,0,0,n,n,n,n,,,
11/9/21,Spo,T,0,0,0,n,n,n,n,,,
11/10/21,Spo,T,0,0,0,n,n,n,n,,,
11/11/21,Spo,T,0,0,0,n,n,n,n,,,
11/12/21,Spo,T,0,0,0,n,n,n,n,,,
11/13/21,Spo,T,0,0,0,n,n,n,n,,,
11/14/21,Spo,T,10,6,8,,,,,,,
11/15/21,Spo,T,8,NA,NA,,,,,,,
11/16/21,Spo,T,4,2,2,,,,,,,
11/17/21,Spo,T,0,0,0,n,n,n,n,,,
11/18/21,Spo,T,0,0,0,n,n,n,n,,,
11/19/21,Spo,T,0,0,0,n,n,n,n,,,
11/20/21,Spo,T,0,0,0,n,n,n,n,,,
11/21/21,Spo,T,2,0,0,,,,,,,
11/22/21,Spo,T,0,0,0,n,n,n,n,,,
11/23/21,Spo,T,0,0,0,n,n,n,n,,,
11/24/21,Spo,T,0,0,0,n,n,n,n,,,
11/25/21,Spo,T,0,0,0,n,n,n,n,,,
11/26/21,Spo,T,0,0,0,n,n,n,n,,,
11/27/21,Spo,T,0,0,0,n,n,n,n,,,
11/28/21,Spo,T,0,0,0,n,n,n,n,,,
11/29/21,Spo,T,0,0,0,n,n,n,n,,,
11/30/21,Spo,T,0,0,0,n,n,n,n,,,
12/1/21,Spo,T,2,0,0,n,n,n,n,,,
12/2/21,Spo,T,0,0,0,n,n,n,n,,,
12/3/21,Spo,T,2,2,2,y,n,y,n,,,
12/4/21,Spo,T,0,0,0,n,n,n,n,,,
12/5/21,Spo,T,8,2,2,y,n,n,n,,,
12/6/21,Spo,T,6,0,0,n,n,n,y,,,
12/7/21,Spo,T,6,0,0,n,n,n,n,,,
12/8/21,Spo,T,6,0,0,n,n,n,n,,,
12/9/21,Spo,T,6,0,0,n,n,n,y,,,
12/10/21,Spo,T,8,2,2,n,n,n,y,,,
12/11/21,Spo,T,16,10,10,y,y,y,y,,,
12/12/21,Spo,T,14,10,8,y,y,y,y,,,
12/13/21,Spo,T,14,10,6,y,y,y,y,,,
12/14/21,Spo,T,12,2,2,n,y,n,y,,,
12/15/21,Spo,T,NA,NA,NA,n,n,n,n,,,
12/16/21,Spo,T,2,0,0,n,n,n,n,,,
12/17/21,Spo,T,4,0,0,n,n,n,n,,,
12/18/21,Spo,T,4,0,0,n,n,n,n,,,
12/19/21,Spo,T,4,0,0,n,n,n,n,,,
12/20/21,Spo,T,4,0,0,n,n,n,n,,,
12/21/21,Spo,T,6,2,2,y,n,y,n,,,
12/22/21,Spo,T,6,2,2,y,n,y,n,,,
12/23/21,Spo,T,6,2,2,n,n,n,n,,,
12/24/21,Spo,T,6,0,0,n,n,n,n,,,
12/25/21,Spo,T,4,0,0,n,n,n,n,,,
12/26/21,Spo,T,16,2,2,n,n,n,n,,,
12/27/21,Spo,T,16,2,2,n,y,n,y,,,
12/28/21,Spo,T,16,2,2,n,y,n,y,,,
12/29/21,Spo,T,16,2,2,n,y,n,y,,,
12/30/21,Spo,T,16,2,2,n,y,n,y,,,
12/31/21,Spo,T,16,2,2,n,y,n,y,,,
1/1/22,Spo,T,16,2,2,n,y,n,y,,,
1/2/22,Spo,T,16,2,2,n,y,n,y,,,
1/3/22,Spo,T,16,2,2,n,y,n,y,,,
1/4/22,Spo,T,16,2,2,n,y,n,y,,,
1/5/22,Spo,T,20,4,4,NA,NA,NA,NA,,,
1/6/22,Spo,T,20,4,4,y,y,y,y,,,
1/7/22,Spo,T,20,6,6,y,y,y,y,,,
1/8/22,Spo,T,22,2,2,n,y,n,y,,,
1/9/22,Spo,T,18,2,0,n,y,n,y,,,
1/10/22,Spo,T,18,2,0,y,y,n,y,,,
1/11/22,Spo,T,18,2,0,y,n,n,y,,,
1/12/22,Spo,T,18,0,0,n,y,n,y,,,
1/13/22,Spo,T,18,0,0,n,y,n,y,,,
1/14/22,Spo,T,18,0,0,n,y,n,y,,,
1/15/22,Spo,T,18,0,0,n,y,n,y,,,
1/16/22,Spo,T,18,0,0,n,y,n,y,,,
1/17/22,Spo,T,18,0,0,n,y,n,y,,,
1/18/22,Spo,T,18,0,0,n,y,n,y,,,
1/19/22,Spo,T,16,0,0,n,y,n,y,,,
1/20/22,Spo,T,16,0,0,n,y,n,y,,,
1/21/22,Spo,T,16,0,0,n,y,n,y,,,
1/22/22,Spo,T,18,2,2,y,y,y,y,,,
1/23/22,Spo,T,22,4,4,y,y,y,y,,,
1/24/22,Spo,T,22,4,4,y,y,y,y,,,
1/25/22,Spo,T,22,4,4,y,y,y,y,,,
1/26/22,Spo,T,20,2,2,y,y,y,y,,,
1/27/22,Spo,T,18,0,0,n,y,n,y,,,
1/28/22,Spo,T,16,0,0,n,y,n,y,,,
1/29/22,Spo,T,16,0,0,n,y,n,y,,,
1/30/22,Spo,T,16,0,0,n,y,n,y,,,
1/31/22,Spo,T,16,0,0,n,y,n,y,,,
2/1/22,Spo,T,16,0,0,n,y,n,y,,,
2/2/22,Spo,T,16,0,0,n,y,n,y,,,
2/3/22,Spo,T,12,2,2,y,y,y,y,,,
2/4/22,Spo,T,NA,NA,NA,NA,NA,NA,NA,,,
2/5/22,Spo,T,NA,NA,NA,NA,NA,NA,NA,,,
2/6/22,Spo,T,18,2,2,y,y,y,y,,,
2/7/22,Spo,T,18,2,2,y,y,y,y,,,
2/8/22,Spo,T,18,2,2,y,y,y,y,,,
2/9/22,Spo,T,18,2,2,y,y,y,y,,,
2/10/22,Spo,T,18,2,2,y,y,y,y,,,
2/11/22,Spo,T,NA,NA,NA,NA,NA,NA,NA,,,
2/12/22,Spo,T,28,8,8,y,y,y,y,,,
2/13/22,Spo,T,24,4,4,y,y,y,y,,,
2/14/22,Spo,T,24,4,4,y,y,y,y,,,
2/15/22,Spo,T,24,4,4,y,y,y,y,,,
2/16/22,Spo,T,24,4,4,y,y,y,y,,,
2/17/22,Spo,T,24,4,4,y,y,y,y,,,
2/18/22,Spo,T,24,4,4,y,y,y,y,,,
2/19/22,Spo,T,22,2,2,y,y,y,y,,,
2/20/22,Spo,T,22,2,2,y,y,y,y,,,
2/21/22,Spo,T,22,2,2,y,y,y,y,,,
2/22/22,Spo,T,NA,NA,NA,NA,NA,NA,NA,,,
2/23/22,Spo,T,24,4,4,y,y,y,y,,,
2/24/22,Spo,T,24,4,4,y,y,y,y,,,
2/25/22,Spo,T,24,4,4,y,y,y,y,,,
2/26/22,Spo,T,24,4,4,y,y,y,y,,,
2/27/22,Spo,T,26,6,6,y,y,y,y,,,
2/28/22,Spo,T,26,6,6,y,y,y,y,,,
3/1/22,Spo,T,26,6,6,y,y,y,y,,,
3/2/22,Spo,T,26,6,6,y,y,y,y,,,
3/3/22,Spo,T,26,6,6,y,y,y,y,,,
3/4/22,Spo,T,26,6,6,y,y,y,y,,,
3/5/22,Spo,T,NA,NA,NA,NA,NA,NA,NA,,,
3/6/22,Spo,T,NA,NA,NA,NA,NA,NA,NA,,,
3/7/22,Spo,T,30,10,10,y,y,y,y,,,
3/8/22,Spo,T,30,10,10,y,y,y,y,,,
3/9/22,Spo,T,30,10,10,y,y,y,y,,,
3/10/22,Spo,T,30,10,10,y,y,y,y,,,
3/11/22,Spo,T,28,8,8,y,y,y,y,,,
3/12/22,Spo,T,28,8,8,y,y,y,y,,,
3/13/22,Spo,T,28,8,8,y,y,y,y,,,
3/14/22,Spo,T,28,8,8,y,y,y,y,,,
3/15/22,Spo,T,26,6,6,y,y,y,y,,,
3/16/22,Spo,T,20,2,2,y,y,y,y,,,
3/17/22,Spo,T,18,2,0,n,y,n,y,,,
3/18/22,Spo,T,14,0,0,n,y,n,y,,,
3/19/22,Spo,T,10,0,0,n,n,n,n,,,
3/20/22,Spo,T,10,0,0,n,n,n,n,,,
3/21/22,Spo,T,2,0,0,n,n,n,n,,,
3/22/22,Spo,T,0,0,0,n,n,n,n,,,
3/23/22,Spo,T,2,2,2,y,n,y,n,,,
3/24/22,Spo,T,2,0,0,n,n,n,n,,,
3/25/22,Spo,T,0,0,0,n,n,n,n,,,
3/26/22,Spo,T,2,0,0,n,n,n,n,,,
3/27/22,Spo,T,0,0,0,n,n,n,n,,,
3/28/22,Spo,T,0,0,0,n,n,n,n,,,
3/29/22,Spo,T,0,0,0,n,n,n,n,,,
3/30/22,Spo,T,2,2,2,n,n,n,n,,,
3/31/22,Spo,T,2,0,0,n,n,n,n,,,
4/1/22,Spo,T,2,0,0,n,n,n,n,,,
4/2/22,Spo,T,0,0,0,n,n,n,n,,,
4/3/22,Spo,T,0,0,0,n,n,n,n,,,
4/4/22,Spo,T,0,0,0,n,n,n,n,,,
4/5/22,Spo,T,0,0,0,n,n,n,n,,,
4/6/22,Spo,T,0,0,0,n,n,n,n,,,
4/7/22,Spo,T,0,0,0,n,n,n,n,,,
4/8/22,Spo,T,0,0,0,n,n,n,n,,,
4/9/22,Spo,T,0,0,0,n,n,n,n,,,
4/10/22,Spo,T,0,0,0,n,n,n,n,,,
4/11/22,Spo,T,0,0,0,n,n,n,n,,,
4/12/22,Spo,T,0,0,0,n,n,n,n,,,
4/13/22,Spo,T,0,0,0,n,n,n,n,,,
4/14/22,Spo,T,0,0,0,n,n,n,n,,,
4/15/22,Spo,T,0,0,0,n,n,n,n,,,
4/16/22,Spo,T,0,0,0,n,n,n,n,,,
10/6/21,Han,T,0,0,0,n,n,n,n,,,
10/7/21,Han,T,0,0,0,n,n,n,n,,,
10/8/21,Han,T,0,0,0,n,n,n,n,,,
10/9/21,Han,T,0,0,0,n,n,n,n,,,
10/10/21,Han,T,0,0,0,n,n,n,n,,,
10/11/21,Han,T,0,0,0,n,n,n,n,,,
10/12/21,Han,T,0,0,0,n,n,n,n,,,
10/13/21,Han,T,0,0,0,n,n,n,n,,,
10/14/21,Han,T,0,0,0,n,n,n,n,,,
10/15/21,Han,T,0,0,0,n,n,n,n,,,
10/16/21,Han,T,0,0,0,n,n,n,n,,,
10/17/21,Han,T,0,0,0,n,n,n,n,,,
10/18/21,Han,T,0,0,0,n,n,n,n,,,
10/19/21,Han,T,0,0,0,n,n,n,n,,,
10/20/21,Han,T,0,0,0,n,n,n,n,,,
10/21/21,Han,T,0,0,0,n,n,n,n,,,
10/22/21,Han,T,0,0,0,n,n,n,n,,,
10/23/21,Han,T,0,0,0,n,n,n,n,,,
10/24/21,Han,T,0,0,0,n,n,n,n,,,
10/25/21,Han,T,0,0,0,n,n,n,n,,,
10/26/21,Han,T,0,0,0,n,n,n,n,,,
10/27/21,Han,T,0,0,0,n,n,n,n,,,
10/28/21,Han,T,0,0,0,n,n,n,n,,,
10/29/21,Han,T,0,0,0,n,n,n,n,,,
10/30/21,Han,T,0,0,0,n,n,n,n,,,
10/31/21,Han,T,0,0,0,n,n,n,n,,,
11/1/21,Han,T,0,0,0,n,n,n,n,,,
11/2/21,Han,T,0,0,0,n,n,n,n,,,
11/3/21,Han,T,0,0,0,n,n,n,n,,,
11/4/21,Han,T,0,0,0,n,n,n,n,,,
11/5/21,Han,T,0,0,0,n,n,n,n,,,
11/6/21,Han,T,0,0,0,n,n,n,n,,,
11/7/21,Han,T,0,0,0,n,n,n,n,,,
11/8/21,Han,T,0,0,0,n,n,n,n,,,
11/9/21,Han,T,0,0,0,n,n,n,n,,,
11/10/21,Han,T,0,0,0,n,n,n,n,,,
11/11/21,Han,T,0,0,0,n,n,n,n,,,
11/12/21,Han,T,0,0,0,n,n,n,n,,,
11/13/21,Han,T,0,0,0,n,n,n,n,,,
11/14/21,Han,T,0,0,0,n,n,n,n,,,
11/15/21,Han,T,0,0,0,n,n,n,n,,,
11/16/21,Han,T,0,0,0,n,n,n,n,,,
11/17/21,Han,T,0,0,0,n,n,n,n,,,
11/18/21,Han,T,0,0,0,n,n,n,n,,,
11/19/21,Han,T,0,0,0,n,n,n,n,,,
11/20/21,Han,T,0,0,0,n,n,n,n,,,
11/21/21,Han,T,0,0,0,n,n,n,n,,,
11/22/21,Han,T,0,0,0,n,n,n,n,,,
11/23/21,Han,T,0,0,0,n,n,n,n,,,
11/24/21,Han,T,0,0,0,n,n,n,n,,,
11/25/21,Han,T,0,0,0,n,n,n,n,,,
11/26/21,Han,T,0,0,0,n,n,n,n,,,
11/27/21,Han,T,0,0,0,n,n,n,n,,,
11/28/21,Han,T,0,0,0,n,n,n,n,,,
11/29/21,Han,T,0,0,0,n,n,n,n,,,
11/30/21,Han,T,0,0,0,n,n,n,n,,,
12/1/21,Han,T,0,0,0,n,n,n,n,,,
12/2/21,Han,T,0,0,0,n,n,n,n,,,
12/3/21,Han,T,10,6,6,y,n,y,n,,,
12/4/21,Han,T,0,0,0,n,n,n,n,,,
12/5/21,Han,T,0,0,0,n,n,n,n,,,
12/6/21,Han,T,0,0,0,n,n,n,n,,,
12/7/21,Han,T,0,0,0,n,n,n,n,,,
12/8/21,Han,T,6,4,4,y,n,y,n,,,
12/9/21,Han,T,2,0,0,n,n,n,n,,,
12/10/21,Han,T,4,0,0,n,n,n,n,,,
12/11/21,Han,T,14,6,8,y,y,y,y,,,
12/12/21,Han,T,12,4,6,y,y,y,y,,,
12/13/21,Han,T,12,4,4,y,n,y,n,,,
12/14/21,Han,T,10,0,0,n,n,n,y,,,
12/15/21,Han,T,NA,NA,NA,NA,NA,NA,NA,,,
12/16/21,Han,T,0,0,0,n,n,n,n,,,
12/17/21,Han,T,0,0,0,n,n,n,n,,,
12/18/21,Han,T,0,0,0,n,n,n,n,,,
12/19/21,Han,T,0,0,0,n,n,n,n,,,
12/20/21,Han,T,0,0,0,n,n,n,n,,,
12/21/21,Han,T,0,0,0,n,n,n,n,,,
12/22/21,Han,T,0,0,0,n,n,n,n,,,
12/23/21,Han,T,0,0,0,n,n,n,n,,,
12/24/21,Han,T,0,0,0,n,n,n,n,,,
12/25/21,Han,T,0,0,0,n,n,n,n,,,
12/26/21,Han,T,0,0,0,n,n,n,n,,,
12/27/21,Han,T,NA,NA,NA,y,n,y,n,,,
12/28/21,Han,T,6,0,0,n,n,n,n,,,
12/29/21,Han,T,16,10,12,y,y,y,y,,,
12/30/21,Han,T,NA,NA,NA,y,y,y,y,,,
12/31/21,Han,T,NA,NA,NA,NA,NA,NA,NA,,,
1/1/22,Han,T,12,2,6,y,y,y,y,,,
1/2/22,Han,T,12,2,6,n,y,y,y,,,
1/3/22,Han,T,12,2,6,n,y,y,y,,,
1/4/22,Han,T,10,0,4,n,n,y,n,,,
1/5/22,Han,T,10,0,4,n,n,y,n,,,
1/6/22,Han,T,20,8,10,y,y,y,y,,,
1/20/00,Han,T,20,8,10,y,y,y,y,,,
1/8/22,Han,T,20,4,4,y,y,y,y,,,
1/9/22,Han,T,18,0,0,n,y,n,y,,,
1/10/22,Han,T,16,0,0,n,y,n,y,,,
1/11/22,Han,T,16,0,0,n,y,n,y,,,
1/12/22,Han,T,16,0,0,n,y,n,y,,,
1/13/22,Han,T,14,0,0,n,n,n,n,,,
1/14/22,Han,T,14,0,0,n,n,n,n,,,
1/15/22,Han,T,12,0,0,n,n,n,n,,,
1/16/22,Han,T,12,0,0,n,n,n,n,,,
1/17/22,Han,T,12,0,0,n,n,n,n,,,
1/18/22,Han,T,12,0,0,n,n,n,n,,,
1/19/22,Han,T,12,0,0,n,n,n,n,,,
1/20/22,Han,T,12,0,0,n,n,n,n,,,
1/21/22,Han,T,12,0,0,n,n,n,n,,,
1/22/22,Han,T,NA,NA,NA,NA,NA,NA,NA,,,
1/23/22,Han,T,16,10,10,y,y,y,y,,,
1/24/22,Han,T,NA,NA,NA,NA,NA,NA,NA,,,
1/25/22,Han,T,18,8,8,y,y,y,y,,,
1/26/22,Han,T,18,8,8,y,y,y,y,,,
1/27/22,Han,T,14,0,0,n,y,n,y,,,
1/28/22,Han,T,14,0,0,n,y,n,y,,,
1/29/22,Han,T,14,0,0,n,y,n,y,,,
1/30/22,Han,T,14,0,0,n,y,n,y,,,
1/31/22,Han,T,14,0,0,n,y,n,y,,,
2/1/22,Han,T,12,0,0,n,y,n,y,,,
2/2/22,Han,T,10,0,0,n,n,n,n,,,
2/3/22,Han,T,10,0,0,n,n,n,n,,,
2/4/22,Han,T,10,0,0,n,n,n,n,,,
2/5/22,Han,T,10,0,0,n,n,n,n,,,
2/6/22,Han,T,10,0,0,n,n,n,n,,,
2/7/22,Han,T,10,0,0,n,n,n,n,,,
2/8/22,Han,T,10,0,0,n,n,n,n,,,
2/9/22,Han,T,10,0,0,n,n,n,n,,,
2/10/22,Han,T,10,0,0,n,n,n,n,,,
2/11/22,Han,T,10,0,0,n,n,n,n,,,
2/12/22,Han,T,10,0,0,n,n,n,n,,,
2/13/22,Han,T,10,0,0,n,n,n,n,,,
2/14/22,Han,T,10,0,0,n,n,n,n,,,
2/15/22,Han,T,10,0,0,n,n,n,n,,,
2/16/22,Han,T,10,0,0,n,n,n,n,,,
2/17/22,Han,T,8,0,0,n,n,n,n,,,
2/18/22,Han,T,8,0,0,n,n,n,n,,,
2/19/22,Han,T,8,0,0,n,n,n,n,,,
2/20/22,Han,T,6,0,0,n,n,n,n,,,
2/21/22,Han,T,2,0,0,n,n,n,n,,,
2/22/22,Han,T,4,0,0,n,n,n,n,,,
2/23/22,Han,T,6,0,0,n,n,n,n,,,
2/24/22,Han,T,6,0,0,n,n,n,n,,,
2/25/22,Han,T,6,0,0,n,n,n,n,,,
2/26/22,Han,T,8,0,0,n,n,n,n,,,
2/27/22,Han,T,4,0,0,n,n,n,n,,,
2/28/22,Han,T,4,0,0,n,n,n,n,,,
3/1/22,Han,T,2,0,0,n,n,n,n,,,
3/2/22,Han,T,2,0,0,n,n,n,n,,,
3/3/22,Han,T,2,0,0,n,n,n,n,,,
3/4/22,Han,T,2,0,0,n,n,n,n,,,
3/5/22,Han,T,2,0,0,n,n,n,n,,,
3/6/22,Han,T,0,0,0,n,n,n,n,,,
3/7/22,Han,T,0,0,0,n,n,n,n,,,
3/8/22,Han,T,0,0,0,n,n,n,n,,,
3/9/22,Han,T,0,0,0,n,n,n,n,,,
3/10/22,Han,T,0,0,0,n,n,n,n,,,
3/11/22,Han,T,0,0,0,n,n,n,n,,,
3/12/22,Han,T,0,0,0,n,n,n,n,,,
3/13/22,Han,T,2,0,0,n,n,n,n,,,
3/14/22,Han,T,0,0,0,n,n,n,n,,,
3/15/22,Han,T,0,0,0,n,n,n,n,,,
3/16/22,Han,T,0,0,0,n,n,n,n,,,
3/17/22,Han,T,0,0,0,n,n,n,n,,,
3/18/22,Han,T,0,0,0,n,n,n,n,,,
3/19/22,Han,T,2,2,2,y,n,y,n,,,
3/20/22,Han,T,0,0,0,n,n,n,n,,,
3/21/22,Han,T,0,0,0,n,n,n,n,,,
3/22/22,Han,T,0,0,0,n,n,n,n,,,
3/23/22,Han,T,0,0,0,n,n,n,n,,,
3/24/22,Han,T,0,0,0,n,n,n,n,,,
3/25/22,Han,T,0,0,0,n,n,n,n,,,
3/26/22,Han,T,0,0,0,n,n,n,n,,,
3/27/22,Han,T,0,0,0,n,n,n,n,,,
3/28/22,Han,T,0,0,0,n,n,n,n,,,
3/29/22,Han,T,0,0,0,n,n,n,n,,,
3/30/22,Han,T,0,0,0,n,n,n,n,,,
3/31/22,Han,T,2,2,2,y,n,y,n,,,
4/1/22,Han,T,2,2,2,y,n,y,n,,,
4/2/22,Han,T,2,2,2,y,n,y,n,,,
4/3/22,Han,T,0,0,0,n,n,n,n,,,
4/4/22,Han,T,0,0,0,n,n,n,n,,,
4/5/22,Han,T,0,0,0,n,n,n,n,,,
4/6/22,Han,T,0,0,0,n,n,n,n,,,
4/7/22,Han,T,0,0,0,n,n,n,n,,,
4/8/22,Han,T,0,0,0,n,n,n,n,,,
4/9/22,Han,T,0,0,0,n,n,n,n,,,
4/10/22,Han,T,0,0,0,n,n,n,n,,,
4/11/22,Han,T,0,0,0,n,n,n,n,,,
4/12/22,Han,T,0,0,0,n,n,n,n,,,
4/13/22,Han,T,0,0,0,n,n,n,n,,,
4/14/22,Han,T,0,0,0,n,n,n,n,,,
4/15/22,Han,T,0,0,0,n,n,n,n,,,
4/16/22,Han,T,0,0,0,n,n,n,n,,,
